"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.785337660E-1,-3.487406969E-1,1.272990108E-1,-4.953475893E-1
7.805439230E-1,-3.370227814E-1,1.358211190E-1,-4.814991653E-1
7.825540790E-1,-3.199785650E-1,1.432779580E-1,-4.644549489E-1
7.845642350E-1,-3.018690944E-1,1.486042738E-1,-4.484759867E-1
7.865743910E-1,-2.837595940E-1,1.581916511E-1,-4.282359779E-1
7.885845480E-1,-2.571280003E-1,1.826927215E-1,-4.005391300E-1
7.905947040E-1,-2.198437899E-1,2.444780022E-1,-3.600591123E-1
7.926048600E-1,-1.793637723E-1,3.041327596E-1,-3.153180480E-1
7.946150160E-1,-1.356879622E-1,3.531349003E-1,-2.705769539E-1
7.966251730E-1,-9.094688296E-2,4.053328037E-1,-2.258358896E-1
7.986353290E-1,-4.194475710E-2,4.820317924E-1,-1.747032404E-1
8.006454850E-1,9.187898599E-3,5.747097135E-1,-1.214400530E-1
8.026556410E-1,6.458161026E-2,6.514087319E-1,-7.243792713E-2
8.046657980E-1,1.199753210E-1,7.185203433E-1,-2.663159184E-2
8.066759540E-1,1.711079776E-1,7.803056240E-1,1.917474531E-2
8.086861100E-1,2.233058959E-1,8.356993198E-1,5.752423778E-2
8.106962660E-1,2.786996067E-1,8.910930157E-1,9.587372839E-2
8.127064230E-1,3.277017176E-1,9.443562031E-1,1.320926845E-1
8.147165790E-1,3.788343966E-1,9.922930598E-1,1.629853398E-1
8.167267350E-1,4.267712533E-1,1.038099408E0,1.928127259E-1
8.187368910E-1,4.747081101E-1,1.083905697E0,2.194443047E-1
8.207470480E-1,5.194491744E-1,1.129712105E0,2.428801060E-1
8.227572040E-1,5.631250143E-1,1.173387885E0,2.620548606E-1
8.247673600E-1,6.046702862E-1,1.220259547E0,2.790990770E-1
8.267775160E-1,6.451503038E-1,1.263935328E0,2.918822467E-1
8.287876730E-1,6.845650673E-1,1.304415345E0,3.014696240E-1
8.307978290E-1,7.197187543E-1,1.351286888E0,3.057306707E-1
8.328079850E-1,7.548724413E-1,1.389636397E0,3.078611791E-1
8.348181410E-1,7.878956199E-1,1.430116415E0,3.067959249E-1
8.368282980E-1,8.187882900E-1,1.464204907E0,3.036001325E-1
8.388384540E-1,8.475503922E-1,1.496162772E0,2.972085476E-1
8.408486100E-1,8.741819859E-1,1.525990129E0,2.908169627E-1
8.428587660E-1,8.976177573E-1,1.551556468E0,2.769685388E-1
8.448689230E-1,9.178577662E-1,1.572861791E0,2.673811615E-1
8.468790790E-1,9.359672666E-1,1.583514452E0,2.556632757E-1
8.488892350E-1,9.519461989E-1,1.594166994E0,2.460758984E-1
8.508993910E-1,9.615336061E-1,1.600558639E0,2.364885211E-1
8.529095480E-1,9.711209536E-1,1.598428130E0,2.300969511E-1
8.549197040E-1,9.743167758E-1,1.592036486E0,2.205095738E-1
8.569298600E-1,9.721862078E-1,1.582449198E0,2.162485123E-1
8.589400160E-1,9.625988603E-1,1.569666028E0,2.109221965E-1
8.609501730E-1,9.519461989E-1,1.555817604E0,2.077264041E-1
8.629603290E-1,9.338367581E-1,1.544099689E0,2.045306265E-1
8.649704850E-1,9.093356729E-1,1.532381773E0,2.034653574E-1
8.669806410E-1,8.827040792E-1,1.518533349E0,2.024000883E-1
8.689907980E-1,8.518114686E-1,1.501489043E0,2.024000883E-1
8.710009540E-1,8.166577220E-1,1.481249094E0,2.045306265E-1
8.730111100E-1,7.772429585E-1,1.454617500E0,2.045306265E-1
8.750212660E-1,7.367629409E-1,1.423724890E0,2.045306265E-1
8.770314230E-1,6.930871606E-1,1.387505889E0,2.034653574E-1
8.790416310E-1,6.483460665E-1,1.344895363E0,1.981390417E-1
8.810518390E-1,6.004092097E-1,1.296958447E0,1.917474568E-1
8.830620480E-1,5.556681752E-1,1.243695259E0,1.821600795E-1
8.850722560E-1,5.119923353E-1,1.187236309E0,1.672463864E-1
8.870824640E-1,4.693817794E-1,1.127581596E0,1.512674391E-1
8.890926730E-1,4.278365076E-1,1.066861510E0,1.310274303E-1
8.911028810E-1,3.884217441E-1,9.976193905E-1,1.097221524E-1
8.931130890E-1,3.490070105E-1,9.283772707E-1,8.522108942E-2
8.951232980E-1,3.138532937E-1,8.548740745E-1,6.178529188E-2
8.971335060E-1,2.818953991E-1,7.835013866E-1,3.728422895E-2
8.991437140E-1,2.510027587E-1,7.068024278E-1,1.278316416E-2
9.011539230E-1,2.233058959E-1,6.332992315E-1,-6.391582079E-3
9.031641310E-1,2.020006180E-1,5.661876202E-1,-2.663159184E-2
9.051743390E-1,1.817606091E-1,5.001412630E-1,-4.261054471E-2
9.071845480E-1,1.615206003E-1,4.426170290E-1,-5.965476483E-2
9.091947560E-1,1.466069072E-1,3.904191256E-1,-7.030740380E-2
9.112049640E-1,1.370195299E-1,3.403517306E-1,-8.096003532E-2
9.132151730E-1,1.263668984E-1,3.030675054E-1,-8.948214352E-2
9.152253810E-1,1.210405827E-1,2.689790726E-1,-9.587372839E-2
9.172355890E-1,1.167795286E-1,2.402169555E-1,-1.012000442E-1
9.192457980E-1,1.146489978E-1,2.157158852E-1,-1.054610983E-1
9.212560060E-1,1.167795286E-1,2.008021921E-1,-1.086568907E-1
9.232662140E-1,1.210405827E-1,1.880190372E-1,-1.097221524E-1
9.252764230E-1,1.284974217E-1,1.816274524E-1,-1.129179448E-1
9.272866310E-1,1.348890066E-1,1.763011366E-1,-1.129179448E-1
9.292968390E-1,1.466069072E-1,1.763011366E-1,-1.150484756E-1
9.313070480E-1,1.604553312E-1,1.784316599E-1,-1.182442605E-1
9.333172560E-1,1.753690243E-1,1.805621833E-1,-1.214400530E-1
9.353274640E-1,1.892174482E-1,1.826927215E-1,-1.246358454E-1
9.373376730E-1,2.041311413E-1,1.826927215E-1,-1.267663687E-1
9.393478810E-1,2.211753577E-1,1.816274524E-1,-1.310274303E-1
9.413580890E-1,2.371543199E-1,1.805621833E-1,-1.374190152E-1
9.433682980E-1,2.520680130E-1,1.763011366E-1,-1.427453309E-1
9.453812660E-1,2.680469751E-1,1.720400751E-1,-1.480716467E-1
9.473888700E-1,2.861564457E-1,1.624527127E-1,-1.544632316E-1
9.493965790E-1,3.032006621E-1,1.528653353E-1,-1.587242782E-1
9.514044430E-1,3.181143403E-1,1.379516423E-1,-1.608548164E-1
9.534125680E-1,3.330280483E-1,1.209074259E-1,-1.629853398E-1
9.554210060E-1,3.458112180E-1,1.038632020E-1,-1.640505940E-1
9.574298080E-1,3.585943878E-1,8.468846232E-2,-1.661811322E-1
9.594390270E-1,3.692470193E-1,6.444845349E-2,-1.661811322E-1
9.614487140E-1,3.798996508E-1,4.527370632E-2,-1.683116555E-1
9.634588700E-1,3.873564899E-1,2.290316857E-2,-1.651158631E-1
9.654694430E-1,3.926828206E-1,5.326318205E-4,-1.651158631E-1
9.674804330E-1,3.980091214E-1,-2.396843210E-2,-1.640505940E-1
9.694917870E-1,4.022701681E-1,-4.633896798E-2,-1.629853398E-1
9.715034540E-1,4.054659605E-1,-6.764423847E-2,-1.629853398E-1
9.735153290E-1,4.065312445E-1,-9.214530140E-2,-1.661811322E-1
9.755273600E-1,4.097270370E-1,-1.155811027E-1,-1.672463864E-1
9.775394430E-1,4.107922912E-1,-1.358211190E-1,-1.725727171E-1
9.795515270E-1,4.129228294E-1,-1.571263820E-1,-1.789642870E-1
9.815618910E-1,4.129228294E-1,-1.784316599E-1,-1.864211410E-1
9.835721000E-1,4.161186218E-1,-2.029327303E-1,-1.949432492E-1
9.855822560E-1,4.214449227E-1,-2.338253707E-1,-2.066611499E-1
9.875924120E-1,4.310323000E-1,-2.679138184E-1,-2.183790505E-1
9.896025680E-1,4.384891391E-1,-2.998717129E-1,-2.311622053E-1
9.916127250E-1,4.491417706E-1,-3.286338449E-1,-2.439453751E-1
9.936228810E-1,4.608596861E-1,-3.552654386E-1,-2.545980215E-1
9.956330370E-1,4.757733643E-1,-3.797664940E-1,-2.641853690E-1
9.976431930E-1,4.885565341E-1,-4.021370113E-1,-2.737727463E-1
9.996533500E-1,5.045354962E-1,-4.234423041E-1,-2.812296152E-1
1.001663506E0,5.194491744E-1,-4.479433596E-1,-2.876211703E-1
1.003673662E0,5.354281664E-1,-4.756402075E-1,-2.961432934E-1
1.005683818E0,5.460807681E-1,-5.086634159E-1,-3.036001325E-1
1.007693975E0,5.546028614E-1,-5.438171029E-1,-3.099917173E-1
1.009704131E0,5.652555227E-1,-5.821665525E-1,-3.163833022E-1
1.011714287E0,5.684512854E-1,-6.183855534E-1,-3.206443489E-1
1.013724443E0,5.716471076E-1,-6.492781639E-1,-3.227748871E-1
1.015734600E0,5.727123618E-1,-6.727139950E-1,-3.249054253E-1
1.017744756E0,5.748428702E-1,-6.833665967E-1,-3.270359337E-1
1.019754912E0,5.737776160E-1,-6.823013425E-1,-3.302317262E-1
1.021765068E0,5.769734383E-1,-6.673876643E-1,-3.344927728E-1
1.023775225E0,5.791039467E-1,-6.119939685E-1,-3.387538493E-1
1.025785381E0,5.759081841E-1,-5.086634159E-1,-3.430148959E-1
1.027795537E0,5.801692009E-1,-3.808317482E-1,-3.504717350E-1
1.029805693E0,5.844302773E-1,-2.679138184E-1,-3.568633199E-1
1.031815850E0,5.918871164E-1,-1.752358675E-1,-3.664506972E-1
1.033826006E0,5.993439555E-1,-9.214530140E-2,-3.760380745E-1
1.035836162E0,6.089313030E-1,-2.077264152E-2,-3.856254518E-1
1.037846318E0,6.195839643E-1,2.929474972E-2,-3.962780833E-1
1.039856475E0,6.313018799E-1,6.870950758E-2,-4.090612531E-1
1.041866631E0,6.398239732E-1,9.640636295E-2,-4.165180922E-1
1.043876787E0,6.494113207E-1,1.155811027E-1,-4.303665161E-1
1.045886943E0,6.558029056E-1,1.304948032E-1,-4.399538934E-1
1.047897100E0,6.600639820E-1,1.411474347E-1,-4.516717792E-1
1.049907256E0,6.632598042E-1,1.422126889E-1,-4.633896947E-1
1.051917412E0,6.643250585E-1,1.411474347E-1,-4.708465338E-1
1.053927568E0,6.643250585E-1,1.368863732E-1,-4.793686271E-1
1.055937725E0,6.589987278E-1,1.294295341E-1,-4.836297035E-1
1.057947881E0,6.515418887E-1,1.166463718E-1,-4.889560044E-1
1.059958037E0,6.430197358E-1,1.049284711E-1,-4.878907502E-1
1.061968193E0,6.334323883E-1,8.894951642E-2,-4.878907502E-1
1.063978350E0,6.227797270E-1,6.870950758E-2,-4.846949577E-1
1.065988506E0,6.121271253E-1,4.101264849E-2,-4.793686271E-1
1.067998662E0,6.004092097E-1,1.225053146E-2,-4.719117880E-1
1.070008818E0,5.940176249E-1,-1.757685095E-2,-4.644549489E-1
1.072018975E0,5.865607858E-1,-4.846949503E-2,-4.559328258E-1
1.074029131E0,5.833650231E-1,-7.936213911E-2,-4.474107325E-1
1.076039287E0,5.780386925E-1,-1.070589945E-1,-4.378233552E-1
1.078049443E0,5.737776160E-1,-1.262337416E-1,-4.314317703E-1
1.080059600E0,5.759081841E-1,-1.443432271E-1,-4.271707237E-1
1.082069756E0,5.748428702E-1,-1.528653353E-1,-4.239749312E-1
1.084079912E0,5.737776160E-1,-1.667137593E-1,-4.239749312E-1
1.086090068E0,5.748428702E-1,-1.763011366E-1,-4.261054695E-1
1.088100225E0,5.748428702E-1,-1.890842915E-1,-4.303665161E-1
1.090110381E0,5.759081841E-1,-1.976063997E-1,-4.356928170E-1
1.092120537E0,5.737776160E-1,-2.114548385E-1,-4.431496859E-1
1.094130693E0,5.695165992E-1,-2.284990549E-1,-4.527370334E-1
1.096140850E0,5.652555227E-1,-2.476737946E-1,-4.623244107E-1
1.098151006E0,5.609944463E-1,-2.689790726E-1,-4.751075804E-1
1.100161162E0,5.492765903E-1,-2.988064587E-1,-4.889560044E-1
1.102171318E0,5.375586748E-1,-3.307643533E-1,-5.049349666E-1
1.104181475E0,5.237102509E-1,-3.669833243E-1,-5.219792128E-1
1.106191683E0,5.109270811E-1,-4.000065029E-1,-5.411539078E-1
1.108201891E0,4.938828647E-1,-4.340949357E-1,-5.592634082E-1
1.110212100E0,4.757733643E-1,-4.628570378E-1,-5.784381628E-1
1.112222308E0,4.565986395E-1,-4.916191697E-1,-5.986781716E-1
1.114232516E0,4.374238849E-1,-5.203812718E-1,-6.114613414E-1
1.116242725E0,4.171838760E-1,-5.480781198E-1,-6.242445111E-1
1.118252933E0,3.969438672E-1,-5.757750273E-1,-6.380929351E-1
1.120263141E0,3.745733202E-1,-6.045371294E-1,-6.508761048E-1
1.122273350E0,3.500722647E-1,-6.290381551E-1,-6.636592746E-1
1.124283558E0,3.213101327E-1,-6.556697488E-1,-6.732466221E-1
1.126293766E0,2.978743315E-1,-6.801708341E-1,-6.849645376E-1
1.128303975E0,2.691122293E-1,-7.014760971E-1,-6.934866309E-1
1.130314183E0,2.424806356E-1,-7.185203433E-1,-7.009434700E-1
1.132324391E0,2.147837877E-1,-7.334340215E-1,-7.052045465E-1
1.134334600E0,1.892174482E-1,-7.472824454E-1,-7.084003091E-1
1.136344808E0,1.604553312E-1,-7.600656152E-1,-7.115961313E-1
1.138355016E0,1.348890066E-1,-7.685877085E-1,-7.094655633E-1
1.140365225E0,1.061268896E-1,-7.824361324E-1,-7.073350549E-1
1.142375433E0,7.949529588E-2,-7.941540480E-1,-7.030739784E-1
1.144385641E0,4.860265180E-2,-8.058719635E-1,-6.998782158E-1
1.146395850E0,2.303632535E-2,-8.186551332E-1,-6.966823936E-1
1.148406058E0,-2.530001104E-3,-8.314382434E-1,-6.934866309E-1
1.150416266E0,-2.916159295E-2,-8.388951421E-1,-6.902908683E-1
1.152426475E0,-5.366265774E-2,-8.431561589E-1,-6.870950460E-1
1.154436683E0,-7.922898233E-2,-8.442214131E-1,-6.838992834E-1
1.156446891E0,-1.005342528E-1,-8.410256505E-1,-6.796382070E-1
1.158457100E0,-1.218395308E-1,-8.335688114E-1,-6.753771305E-1
1.160467308E0,-1.431448013E-1,-8.250467181E-1,-6.700508595E-1
1.162477516E0,-1.623195410E-1,-8.133288026E-1,-6.615287066E-1
1.164487725E0,-1.804290265E-1,-8.037413955E-1,-6.551371217E-1
1.166497933E0,-1.974732429E-1,-7.920235395E-1,-6.466150284E-1
1.168508141E0,-2.155827284E-1,-7.781751156E-1,-6.370276809E-1
1.170518350E0,-2.283658981E-1,-7.643266916E-1,-6.285055280E-1
1.172528558E0,-2.422143221E-1,-7.483476996E-1,-6.199834347E-1
1.174538766E0,-2.518016994E-1,-7.313035131E-1,-6.103960872E-1
1.176548975E0,-2.613890767E-1,-7.142592669E-1,-6.018739343E-1
1.178559183E0,-2.699111700E-1,-6.972150803E-1,-5.933518410E-1
1.180569391E0,-2.731069624E-1,-6.769750714E-1,-5.858950019E-1
1.182579600E0,-2.741722167E-1,-6.567350626E-1,-5.795034170E-1
1.184589808E0,-2.763027549E-1,-6.343644857E-1,-5.731118321E-1
1.186600016E0,-2.752375007E-1,-6.141244769E-1,-5.645897388E-1
1.188610225E0,-2.699111700E-1,-5.917539597E-1,-5.571328998E-1
1.190620381E0,-2.656501234E-1,-5.693834424E-1,-5.496760607E-1
1.192630537E0,-2.581932843E-1,-5.448823571E-1,-5.422192216E-1
1.194640693E0,-2.507364154E-1,-5.182507634E-1,-5.358276367E-1
1.196650850E0,-2.400837988E-1,-4.926844239E-1,-5.273054838E-1
1.198661006E0,-2.283658981E-1,-4.617917836E-1,-5.198486447E-1
1.200671162E0,-2.187785208E-1,-4.319643974E-1,-5.123918056E-1
1.202681318E0,-2.049300969E-1,-4.021370113E-1,-5.049349666E-1
1.204691475E0,-1.921469271E-1,-3.701791167E-1,-4.964128435E-1
1.206701631E0,-1.772332340E-1,-3.392864764E-1,-4.878907502E-1
1.208711787E0,-1.655153334E-1,-3.115896285E-1,-4.783033729E-1
1.210721943E0,-1.506016403E-1,-2.828274965E-1,-4.655202031E-1
1.212732100E0,-1.356879622E-1,-2.551306486E-1,-4.548675716E-1
1.214742256E0,-1.218395308E-1,-2.316948473E-1,-4.431496859E-1
1.216752412E0,-1.069258377E-1,-2.082590461E-1,-4.303665161E-1
1.218762568E0,-9.094688296E-2,-1.880190372E-1,-4.165180922E-1
1.220772725E0,-7.603318989E-2,-1.688442826E-1,-4.037349224E-1
1.222782881E0,-5.792371184E-2,-1.486042738E-1,-3.920170069E-1
1.224793037E0,-4.087949172E-2,-1.315600574E-1,-3.771033287E-1
1.226803193E0,-2.277000993E-2,-1.123853177E-1,-3.611243665E-1
1.228813350E0,-3.595264861E-3,-9.427583218E-2,-3.472759426E-1
1.230823506E0,1.664474420E-2,-7.829687744E-2,-3.323622644E-1
1.232833662E0,3.795001656E-2,-6.551371515E-2,-3.153180480E-1
1.234843818E0,5.925529078E-2,-5.486107618E-2,-2.982738316E-1
1.236853975E0,8.162582666E-2,-5.060002208E-2,-2.822948694E-1
1.238864131E0,1.018658355E-1,-4.740423337E-2,-2.620548606E-1
1.240874287E0,1.231711060E-1,-4.846949503E-2,-2.482064217E-1
1.242884443E0,1.423458606E-1,-5.379581451E-2,-2.332927436E-1
1.244894600E0,1.604553312E-1,-5.805686861E-2,-2.194443047E-1
1.246904756E0,1.785648167E-1,-6.764423847E-2,-2.066611499E-1
1.248914912E0,1.934785098E-1,-7.829687744E-2,-1.928127259E-1
1.250925068E0,2.073269337E-1,-9.214530140E-2,-1.768337637E-1
1.252935225E0,2.201101035E-1,-1.081242561E-1,-1.597895473E-1
1.254945381E0,2.275669426E-1,-1.251684725E-1,-1.352884769E-1
1.256955537E0,2.371543199E-1,-1.454084814E-1,-1.065263674E-1
1.258965693E0,2.446111590E-1,-1.699095517E-1,-7.350318879E-2
1.260975850E0,2.520680130E-1,-1.954758763E-1,-3.515370190E-2
1.262986006E0,2.563290596E-1,-2.221074700E-1,1.065263641E-3
1.264996162E0,2.616553903E-1,-2.498043180E-1,3.834949061E-2
1.267006318E0,2.648511827E-1,-2.785664499E-1,7.350318879E-2
1.269016475E0,2.691122293E-1,-3.083938360E-1,1.033305749E-1
1.271026631E0,2.723080218E-1,-3.328948915E-1,1.267663687E-1
1.273036787E0,2.765690684E-1,-3.595264852E-1,1.459411234E-1
1.275046943E0,2.786996067E-1,-3.808317482E-1,1.597895473E-1
1.277057100E0,2.829606533E-1,-4.042675495E-1,1.683116555E-1
1.279067256E0,2.882869840E-1,-4.255728126E-1,1.736379713E-1
1.281077412E0,2.925480306E-1,-4.479433596E-1,1.715074480E-1
1.283087568E0,2.978743315E-1,-4.671181142E-1,1.629853398E-1
1.285097725E0,3.021354079E-1,-4.894886315E-1,1.523326933E-1
1.287107881E0,3.063964546E-1,-5.118591785E-1,1.363537461E-1
1.289118037E0,3.127880394E-1,-5.331644416E-1,1.171789989E-1
1.291128193E0,3.181143403E-1,-5.512739420E-1,9.267793596E-2
1.293138350E0,3.234406710E-1,-5.683181286E-1,6.604634225E-2
1.295148506E0,3.308975101E-1,-5.832318664E-1,3.728422895E-2
1.297158662E0,3.340933025E-1,-5.981455445E-1,5.326318089E-3
1.299168818E0,3.383543491E-1,-6.056023836E-1,-2.663159184E-2
1.301178975E0,3.383543491E-1,-6.141244769E-1,-5.858949944E-2
1.303189131E0,3.426154256E-1,-6.205160618E-1,-8.948214352E-2
1.305199287E0,3.436806798E-1,-6.279729009E-1,-1.193095297E-1
1.307209443E0,3.468764722E-1,-6.290381551E-1,-1.502021700E-1
1.309219652E0,3.468764722E-1,-6.311687231E-1,-1.789642870E-1
1.311229860E0,3.468764722E-1,-6.311687231E-1,-2.055958807E-1
1.313240068E0,3.436806798E-1,-6.290381551E-1,-2.300969511E-1
1.315250277E0,3.436806798E-1,-6.237118840E-1,-2.524674833E-1
1.317260485E0,3.426154256E-1,-6.173202991E-1,-2.705769539E-1
1.319270693E0,3.404848874E-1,-6.109287143E-1,-2.897517085E-1
1.321280902E0,3.383543491E-1,-6.013413072E-1,-3.067959249E-1
1.323291110E0,3.351585865E-1,-5.896234512E-1,-3.227748871E-1
1.325301318E0,3.340933025E-1,-5.768402815E-1,-3.344927728E-1
1.327311527E0,3.330280483E-1,-5.640571117E-1,-3.430148959E-1
1.329321735E0,3.340933025E-1,-5.502086878E-1,-3.483411968E-1
1.331331943E0,3.340933025E-1,-5.384907722E-1,-3.515369892E-1
1.333342152E0,3.340933025E-1,-5.267728567E-1,-3.494064808E-1
1.335352360E0,3.372890949E-1,-5.171855092E-1,-3.483411968E-1
1.337362568E0,3.383543491E-1,-5.065328479E-1,-3.430148959E-1
1.339372777E0,3.404848874E-1,-4.958802164E-1,-3.376885653E-1
1.341382985E0,3.447459340E-1,-4.894886315E-1,-3.302317262E-1
1.343393193E0,3.479417264E-1,-4.809665382E-1,-3.249054253E-1
1.345403402E0,3.511375189E-1,-4.724444151E-1,-3.153180480E-1
1.347413610E0,3.596596420E-1,-4.628570378E-1,-3.078611791E-1
1.349423818E0,3.639206886E-1,-4.532696903E-1,-3.014696240E-1
1.351434027E0,3.692470193E-1,-4.404865205E-1,-2.918822467E-1
1.353444235E0,3.745733202E-1,-4.319643974E-1,-2.833601236E-1
1.355454443E0,3.777691126E-1,-4.223770201E-1,-2.737727463E-1
1.357464652E0,3.820301592E-1,-4.149201810E-1,-2.620548606E-1
1.359474860E0,3.841606975E-1,-4.127896726E-1,-2.450106442E-1
1.361485068E0,3.841606975E-1,-4.106591344E-1,-2.247706354E-1
1.363495277E0,3.788343966E-1,-4.085285962E-1,-2.045306265E-1
1.365505485E0,3.788343966E-1,-4.095938802E-1,-1.832253486E-1
1.367515693E0,3.745733202E-1,-4.085285962E-1,-1.651158631E-1
1.369525902E0,3.713775277E-1,-4.106591344E-1,-1.448758543E-1
1.371536110E0,3.671164811E-1,-4.063980877E-1,-1.299621612E-1
1.373546318E0,3.617901504E-1,-4.063980877E-1,-1.171789989E-1
1.375556527E0,3.564638495E-1,-4.000065029E-1,-1.054610983E-1
1.377566735E0,3.511375189E-1,-3.957454562E-1,-9.693899006E-2
1.379576943E0,3.458112180E-1,-3.882885873E-1,-9.054741263E-2
1.381587152E0,3.426154256E-1,-3.787012100E-1,-8.522108942E-2
1.383597360E0,3.394196332E-1,-3.648527861E-1,-8.202529699E-2
1.385607568E0,3.394196332E-1,-3.499391079E-1,-8.096003532E-2
1.387617777E0,3.383543491E-1,-3.307643533E-1,-7.989477366E-2
1.389627985E0,3.394196332E-1,-3.137201369E-1,-8.309056610E-2
1.391638193E0,3.447459340E-1,-2.934801280E-1,-8.841688186E-2
1.393648350E0,3.511375189E-1,-2.764359117E-1,-9.480846673E-2
1.395658506E0,3.564638495E-1,-2.593916953E-1,-9.906952083E-2
1.397668662E0,3.639206886E-1,-2.466085255E-1,-1.054610983E-1
1.399678818E0,3.724428117E-1,-2.338253707E-1,-1.129179448E-1
1.401688975E0,3.809649050E-1,-2.263685167E-1,-1.214400530E-1
1.403699131E0,3.884217441E-1,-2.210422009E-1,-1.288969070E-1
1.405709287E0,4.022701681E-1,-2.199769467E-1,-1.374190152E-1
1.407719443E0,4.107922912E-1,-2.167811543E-1,-1.470063776E-1
1.409729600E0,4.193144143E-1,-2.178464085E-1,-1.555284858E-1
1.411739756E0,4.299670458E-1,-2.146506310E-1,-1.640505940E-1
1.413749912E0,4.406196773E-1,-2.146506310E-1,-1.736379713E-1
1.415760068E0,4.480765164E-1,-2.146506310E-1,-1.832253486E-1
1.417770225E0,4.587291479E-1,-2.125200927E-1,-1.928127259E-1
1.419780381E0,4.683165252E-1,-2.125200927E-1,-2.055958807E-1
1.421790537E0,4.757733643E-1,-2.114548385E-1,-2.151832581E-1
1.423800693E0,4.832302332E-1,-2.103895694E-1,-2.258358896E-1
1.425810850E0,4.874912798E-1,-2.093243003E-1,-2.375537902E-1
1.427821006E0,4.928175807E-1,-2.082590461E-1,-2.492716908E-1
1.429831162E0,4.970786572E-1,-2.039979845E-1,-2.620548606E-1
1.431841318E0,5.013396740E-1,-2.018674612E-1,-2.727074921E-1
1.433851475E0,5.024049878E-1,-1.944106072E-1,-2.854906619E-1
1.435861631E0,5.045354962E-1,-1.869537681E-1,-2.950780392E-1
1.437871787E0,5.045354962E-1,-1.731053442E-1,-3.057306707E-1
1.439881943E0,5.056007504E-1,-1.603221744E-1,-3.153180480E-1
1.441892100E0,5.034702420E-1,-1.422126889E-1,-3.238401413E-1
1.443902256E0,5.024049878E-1,-1.230379492E-1,-3.312969804E-1
1.445912412E0,5.002744198E-1,-1.027979404E-1,-3.387538493E-1
1.447922568E0,5.002744198E-1,-7.723161578E-2,-3.451454341E-1
1.449932725E0,4.981439114E-1,-5.273054913E-2,-3.472759426E-1
1.451942881E0,5.002744198E-1,-2.822948620E-2,-3.526022732E-1
1.453953037E0,5.002744198E-1,-5.326318205E-4,-3.557980657E-1
1.455963193E0,5.024049878E-1,2.396843210E-2,-3.579285741E-1
1.457973350E0,5.045354962E-1,5.166528746E-2,-3.579285741E-1
1.459983506E0,5.087965727E-1,7.723161578E-2,-3.568633199E-1
1.461993662E0,5.130575895E-1,1.017326787E-1,-3.536675274E-1
1.464003818E0,5.173186660E-1,1.262337416E-1,-3.526022732E-1
1.466013975E0,5.269060135E-1,1.518000662E-1,-3.483411968E-1
1.468024131E0,5.332975984E-1,1.752358675E-1,-3.430148959E-1
1.470034287E0,5.396891832E-1,1.976063997E-1,-3.376885653E-1
1.472044443E0,5.482112765E-1,2.199769467E-1,-3.334275186E-1
1.474054600E0,5.546028614E-1,2.444780022E-1,-3.281011879E-1
1.476064756E0,5.673860312E-1,2.668485343E-1,-3.238401413E-1
1.478074912E0,5.737776160E-1,2.881538272E-1,-3.206443489E-1
1.480085068E0,5.833650231E-1,3.073285520E-1,-3.163833022E-1
1.482095225E0,5.929523706E-1,3.296990991E-1,-3.110569715E-1
1.484105381E0,6.025397182E-1,3.488738537E-1,-3.067959249E-1
1.486115537E0,6.099966168E-1,3.712443709E-1,-3.057306707E-1
1.488125693E0,6.185187101E-1,3.914843798E-1,-2.993390858E-1
1.490135850E0,6.281060576E-1,4.127896726E-1,-2.972085476E-1
1.492146006E0,6.366282105E-1,4.351601899E-1,-2.918822467E-1
1.494156162E0,6.440850496E-1,4.554001987E-1,-2.865559161E-1
1.496166318E0,6.536723971E-1,4.799012840E-1,-2.833601236E-1
1.498176475E0,6.611292362E-1,4.990760088E-1,-2.780338228E-1
1.500186631E0,6.664555669E-1,5.225118399E-1,-2.737727463E-1
1.502196787E0,6.749776602E-1,5.416865349E-1,-2.684464455E-1
1.504206943E0,6.824344993E-1,5.629918575E-1,-2.663159072E-1
1.506217100E0,6.877608299E-1,5.789707899E-1,-2.609896064E-1
1.508227256E0,6.909566522E-1,5.928192139E-1,-2.588590682E-1
1.510237464E0,6.930871606E-1,6.034718752E-1,-2.545980215E-1
1.512247673E0,6.898913383E-1,6.109287143E-1,-2.514022291E-1
1.514257881E0,6.877608299E-1,6.109287143E-1,-2.471411675E-1
1.516268089E0,6.813692451E-1,6.109287143E-1,-2.450106442E-1
1.518278298E0,6.717818975E-1,6.056023836E-1,-2.439453751E-1
1.520288506E0,6.621944904E-1,5.992107987E-1,-2.396843135E-1
1.522298714E0,6.472808123E-1,5.885581374E-1,-2.364885211E-1
